feature,score
Cells_Correlation_Overlap_DNA_Phalloidin,0.014142216216752823
Cytoplasm_Correlation_Overlap_COXIV_DNA,0.013800959102227416
Nuclei_Texture_InfoMeas1_Calnexin_10_03_256,0.01382111680808114
Cells_Texture_Contrast_Syto9_5_02_256,0.01292966210630591
Cells_Correlation_Correlation_PRSP6_Phalloidin,0.012500073836207885
Nuclei_Texture_InfoMeas1_GM130_5_00_256,0.012894902218669638
Nuclei_Texture_InfoMeas1_ConA_10_01_256,0.01360073944765118
Nuclei_RadialDistribution_FracAtD_DNA_3of4,0.012962814530394199
Nuclei_RadialDistribution_FracAtD_DNA_1of4,0.013605710276892776
Cells_Texture_InfoMeas2_G3BP1_5_01_256,0.013264686242677487
Nuclei_Correlation_Overlap_Cycle01_DAPI_Phalloidin,0.013335258689705823
Nuclei_Texture_InfoMeas2_btubulin_10_03_256,0.015053552964255881
Nuclei_Correlation_K_G3BP1_Cycle01_DAPI,0.012661591833964874
Nuclei_Texture_InfoMeas1_ConA_5_00_256,0.014245802060444039
Nuclei_Correlation_Correlation_DNA_Phalloidin,0.014543041201302459
Cells_Texture_InfoMeas2_ConA_10_03_256,0.01394432365108671
Nuclei_Correlation_Correlation_Syto9_TDP43,0.013826621713530314
Nuclei_Texture_InfoMeas2_Syto9_10_01_256,0.013982865864756359
Nuclei_Texture_InfoMeas1_Syto9_10_02_256,0.013212136681020937
Nuclei_Correlation_K_Catalase_Cycle01_DAPI,0.013359662187961143
Cells_Texture_InfoMeas1_btubulin_5_03_256,0.01378434878522139
Nuclei_Texture_InfoMeas2_PRSP6_10_03_256,0.01409495131698903
Cells_Texture_InfoMeas1_ConA_10_01_256,0.01418033971627314
Nuclei_Texture_InfoMeas1_Syto9_10_01_256,0.01370992489119554
Cells_Correlation_Correlation_COXIV_Phalloidin,0.014402518432509673
Nuclei_Intensity_IntegratedIntensityEdge_DNA,0.013211632953178436
Nuclei_Texture_InfoMeas2_Syto9_10_03_256,0.013501331472505306
Nuclei_Texture_InfoMeas2_Syto9_5_01_256,0.013688161580487314
Nuclei_Correlation_K_Syto9_Catalase,0.012537022569249276
Nuclei_Texture_InfoMeas1_Syto9_10_00_256,0.013053773483915275
Cytoplasm_Correlation_Overlap_DNA_LAMP1,0.014142202483174627
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_5_01_256,0.013630717887695768
Nuclei_Texture_Correlation_TDP43_10_01_256,0.012632033781770871
Cytoplasm_Texture_InfoMeas2_PRSP6_10_01_256,0.014369794023144014
Nuclei_Correlation_Overlap_DNA_WGA,0.014796736092134425
Cytoplasm_Correlation_Overlap_Calnexin_DNA,0.014407560478751842
Nuclei_Correlation_K_Phalloidin_Catalase,0.015629064592545327
Cells_Intensity_MaxIntensity_Syto9,0.014034301000868209
Nuclei_Texture_InfoMeas1_Syto9_5_01_256,0.013463850257684642
Cytoplasm_Correlation_Correlation_ConA_DNA,0.014851278654983547
Nuclei_Texture_InfoMeas1_Syto9_5_03_256,0.013162689414637978
Nuclei_Texture_InfoMeas1_Syto9_10_03_256,0.013167576364713747
Nuclei_Correlation_Overlap_Phalloidin_Syto9,0.014906060987785704
Cells_Texture_InfoMeas1_G3BP1_5_03_256,0.01492784087470376
Cytoplasm_Correlation_Correlation_PRSP6_Phalloidin,0.01472951128007748
Nuclei_Texture_InfoMeas2_ConA_10_01_256,0.014649375781656091
Cytoplasm_RadialDistribution_RadialCV_DNA_2of4,0.013237465522561847
Cytoplasm_Correlation_K_DNA_GM130,0.015799238287534142
Cells_Texture_InverseDifferenceMoment_Catalase_20_00_256,0.013948995665037996
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_5_03_256,0.013295456511415303
Nuclei_Texture_Correlation_DNA_10_03_256,0.012396621163704137
Cells_Correlation_Correlation_LAMP1_Phalloidin,0.014496175695363892
Cytoplasm_RadialDistribution_RadialCV_Phalloidin_4of4,0.01504440635618
Cells_Texture_InverseDifferenceMoment_ConA_20_02_256,0.014723691938644673
Nuclei_Texture_InfoMeas2_Calnexin_10_03_256,0.01531770545958572
Nuclei_Texture_Correlation_TDP43_10_03_256,0.012745722940081255
Cells_Texture_InverseDifferenceMoment_Catalase_20_02_256,0.013911786466040297
Nuclei_Correlation_Overlap_DNA_Syto9,0.014623220945216977
Nuclei_Texture_Correlation_DNA_10_01_256,0.013041677465892892
Nuclei_Correlation_K_Catalase_Syto9,0.01409422307874356
Cells_Texture_InfoMeas1_ConA_5_01_256,0.014432615522468604
Cytoplasm_Correlation_K_DNA_Cycle01_DAPI,0.013914823457624027
Cells_RadialDistribution_FracAtD_PRSP6_4of4,0.013355843236058504
Cytoplasm_Texture_AngularSecondMoment_Syto9_20_00_256,0.014315587804144698
Cells_Correlation_Correlation_Cycle01_DAPI_btubulin,0.014398812166954076
Cells_Texture_SumEntropy_DNA_10_03_256,0.013704527140115353
Nuclei_Texture_InfoMeas1_PRSP6_5_01_256,0.013665343308464726
Cytoplasm_Correlation_Correlation_DNA_Syto9,0.014084613527706635
Cells_Texture_InfoMeas2_Catalase_5_00_256,0.015376024988317014
Cells_Texture_InfoMeas2_GM130_5_03_256,0.014746289875878449
Cells_Texture_Entropy_DNA_10_01_256,0.013628332191579136
Nuclei_RadialDistribution_FracAtD_TDP43_2of4,0.015607898904089031
Cells_Texture_SumEntropy_DNA_10_01_256,0.01342545239381255
Cells_Texture_Contrast_DNA_5_02_256,0.014379293581721195
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_10_02_256,0.013767910146538309
Cytoplasm_Texture_InfoMeas2_Phalloidin_5_00_256,0.015102154101431663
Nuclei_Correlation_K_GM130_Cycle01_DAPI,0.014724666409974059
Nuclei_Granularity_2_btubulin,0.015289376502910266
Cells_Texture_InverseDifferenceMoment_btubulin_20_00_256,0.014100783208289008
Cytoplasm_Granularity_2_DNA,0.013966555288431671
Cytoplasm_Correlation_Correlation_DNA_NfKb,0.014908016846931141
Nuclei_Texture_Correlation_G3BP1_10_01_256,0.01399739193710442
Cells_Texture_Entropy_DNA_10_03_256,0.013706948019036944
Nuclei_Texture_InfoMeas2_DNA_10_01_256,0.015310848169116311
Nuclei_Correlation_Overlap_DNA_NfKb,0.01370204300829893
Nuclei_Texture_InfoMeas1_PRSP6_5_00_256,0.014067510384667262
Cytoplasm_Texture_AngularSecondMoment_DNA_10_02_256,0.014395144775624405
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_10_00_256,0.013773494604238252
Cells_RadialDistribution_RadialCV_GM130_3of4,0.01431469985411371
Cytoplasm_Intensity_MeanIntensityEdge_btubulin,0.013452367337819028
Nuclei_Texture_Correlation_Catalase_10_03_256,0.013481024512604736
Nuclei_Texture_InverseDifferenceMoment_ConA_10_03_256,0.014617947212683287
Nuclei_ObjectSkeleton_TotalObjectSkeletonLength_mito_skel,0.015823223571608747
Nuclei_Texture_Correlation_Catalase_10_01_256,0.012933538630356095
Cells_Texture_InverseDifferenceMoment_PRSP6_20_03_256,0.014440876976742165
Cells_RadialDistribution_FracAtD_Calnexin_1of4,0.013182980040322315
Cytoplasm_Correlation_Overlap_DNA_NfKb,0.015167975874979124
Cytoplasm_Correlation_Correlation_Calnexin_Phalloidin,0.014921658885586697
Nuclei_Correlation_K_G3BP1_Syto9,0.014540456046490702
Cytoplasm_Texture_DifferenceVariance_GM130_20_00_256,0.013549098898372984
Cells_RadialDistribution_FracAtD_PRSP6_2of4,0.013852598759555548
Cytoplasm_Texture_InverseDifferenceMoment_G3BP1_20_00_256,0.014338882457505552
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_10_01_256,0.014594788558615355
Nuclei_Texture_InfoMeas1_PRSP6_5_02_256,0.014947005535152841
Cells_Texture_DifferenceVariance_DNA_10_01_256,0.015299131689628338
Nuclei_Texture_InfoMeas2_Syto9_5_00_256,0.014613022086988092
Cells_Correlation_Correlation_PRSP6_WGA,0.014622387004174177
Nuclei_Intensity_IntegratedIntensity_Calnexin,0.015050853296684756
Nuclei_Texture_InfoMeas1_COXIV_5_00_256,0.01603958093361156
Nuclei_Intensity_StdIntensityEdge_Catalase,0.014815627981381613
Cells_Correlation_Overlap_Cycle01_DAPI_G3BP1,0.013355260703250686
Cells_Intensity_StdIntensityEdge_Phalloidin,0.014869034170150381
Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256,0.014657061101953434
Nuclei_Correlation_Overlap_Phalloidin_TDP43,0.014158182467602688
Nuclei_Correlation_K_GM130_TDP43,0.014763691268679411
Cells_Texture_DifferenceVariance_DNA_10_03_256,0.015508625927570466
Nuclei_Intensity_MADIntensity_Syto9,0.014145611094320866
Cells_Correlation_Overlap_COXIV_Cycle01_DAPI,0.013977465562696495
Cytoplasm_Texture_AngularSecondMoment_DNA_10_03_256,0.014534442863138436
Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256,0.01452147172833742
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_5_03_256,0.015187393906030867
Cells_Intensity_MADIntensity_COXIV,0.015765119601514024
Nuclei_Texture_InfoMeas2_Syto9_5_02_256,0.014820530963616059
Nuclei_RadialDistribution_FracAtD_Phalloidin_2of4,0.01596294772292895
Nuclei_Texture_Correlation_G3BP1_10_03_256,0.014318905302730143
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_20_01_256,0.015248651477353143
Nuclei_Texture_InfoMeas1_Phalloidin_10_03_256,0.015087372725711316
Nuclei_Texture_Correlation_Catalase_10_00_256,0.012269992443977515
Nuclei_Correlation_Correlation_Phalloidin_btubulin,0.015030203194571755
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_5_01_256,0.015193644298900688
Cells_RadialDistribution_MeanFrac_Catalase_1of4,0.01454457164402984
Nuclei_Texture_InfoMeas1_Phalloidin_10_01_256,0.015151369078473089
Cytoplasm_Texture_InverseDifferenceMoment_G3BP1_20_02_256,0.014109538227406173
Cells_Correlation_Overlap_Catalase_Cycle01_DAPI,0.014530478823362577
Nuclei_Texture_AngularSecondMoment_DNA_10_00_256,0.014969619938758567
Cytoplasm_Correlation_K_DNA_Syto9,0.01535887569649313
Cells_Texture_DifferenceVariance_G3BP1_20_01_256,0.014594189660990553
Nuclei_Texture_Correlation_G3BP1_10_00_256,0.011866570647951635
Cells_Texture_InfoMeas2_Syto9_10_03_256,0.01404059412872087
Cytoplasm_Granularity_1_DNA,0.014581577781914176
Cytoplasm_Intensity_MaxIntensity_Phalloidin,0.014451246211559533
Cells_Texture_AngularSecondMoment_G3BP1_20_02_256,0.013826847489298487
Cytoplasm_Texture_InfoMeas2_GM130_5_00_256,0.01428760574655841
Cells_Texture_InverseDifferenceMoment_PRSP6_20_02_256,0.015053981257535895
Cells_Texture_AngularSecondMoment_GM130_20_00_256,0.013301736187095212
Cells_RadialDistribution_MeanFrac_mito_tubeness_16of20,0.012530353581314454
Cells_Intensity_LowerQuartileIntensity_btubulin,0.015147935216168324
Cells_Texture_InfoMeas2_Syto9_10_01_256,0.014102942958284652
Nuclei_Correlation_Overlap_ConA_DNA,0.015371398704376978
Cytoplasm_Texture_DifferenceVariance_GM130_20_01_256,0.013378347715388149
Cytoplasm_Texture_InfoMeas2_GM130_10_03_256,0.01540804052259122
Cytoplasm_Correlation_Overlap_G3BP1_Syto9,0.015135710424285442
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_10_03_256,0.014668607549144537
Cells_Texture_InfoMeas1_Catalase_5_00_256,0.014533158627179216
Nuclei_Texture_SumEntropy_Catalase_10_01_256,0.01606274254158308
Cells_RadialDistribution_FracAtD_mito_tubeness_16of16,0.014416092240324863
Nuclei_Texture_Correlation_GM130_10_01_256,0.013210942450684519
Cytoplasm_Texture_DifferenceVariance_DNA_10_00_256,0.015431202733389764
Cells_Correlation_Overlap_Catalase_Phalloidin,0.014868145452101423
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_10_02_256,0.015143657201278452
Cytoplasm_Intensity_MedianIntensity_Catalase,0.01400847735425176
Cytoplasm_Intensity_MedianIntensity_btubulin,0.015672160130504962
Cells_Correlation_Correlation_ConA_Phalloidin,0.015092366060722394
Cells_Texture_InfoMeas1_btubulin_5_02_256,0.014777301970041769
Nuclei_RadialDistribution_MeanFrac_Cycle01_DAPI_1of4,0.013159077190635537
Cytoplasm_Texture_InfoMeas2_Calnexin_10_03_256,0.015471818548555765
Nuclei_Texture_InfoMeas1_Phalloidin_10_02_256,0.015344824047155514
Cells_Texture_InfoMeas1_GM130_5_01_256,0.01536663022336874
Cells_Texture_InfoMeas2_Calnexin_5_00_256,0.014149317280821085
Nuclei_Correlation_K_GM130_Syto9,0.01502752406060593
Nuclei_Texture_Correlation_GM130_10_03_256,0.013931412604666701
Nuclei_Texture_Correlation_G3BP1_10_02_256,0.012252213324405247
Nuclei_Intensity_MinIntensityEdge_Syto9,0.01577029750366691
Nuclei_Correlation_Overlap_Syto9_TDP43,0.014025381236141058
Nuclei_Texture_DifferenceVariance_Syto9_10_00_256,0.013998444582445401
Cells_Texture_InfoMeas2_G3BP1_5_00_256,0.014798209783734936
Cells_Correlation_Overlap_COXIV_Syto9,0.015157801884398085
Cytoplasm_Correlation_Correlation_PRSP6_WGA,0.01541201353417453
Nuclei_Texture_InfoMeas2_COXIV_10_01_256,0.016324204743485768
Cells_Texture_AngularSecondMoment_Calnexin_20_00_256,0.0148820863748899
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_10_00_256,0.015331563281484151
Cells_Texture_DifferenceVariance_G3BP1_20_00_256,0.013953862699595107
Cells_Correlation_K_DNA_Catalase,0.014775488259541737
Nuclei_Texture_Correlation_Catalase_10_02_256,0.012595860046622121
Cells_Correlation_Correlation_Syto9_btubulin,0.015377460441256046
Nuclei_Correlation_Correlation_LAMP1_Phalloidin,0.014656528155121648
Nuclei_Granularity_2_Catalase,0.015263150229701906
Cytoplasm_Texture_DifferenceVariance_GM130_20_03_256,0.013137815774908853
Cytoplasm_Texture_InverseDifferenceMoment_Catalase_10_03_256,0.014860661564250296
Nuclei_RadialDistribution_FracAtD_TDP43_1of4,0.01508430428267242
Cells_Correlation_Correlation_Calnexin_WGA,0.015769556453651374
Cytoplasm_Texture_InverseDifferenceMoment_Catalase_10_01_256,0.014394505359772346
Cells_Texture_DifferenceVariance_G3BP1_20_03_256,0.014289626848844633
Nuclei_Texture_InfoMeas1_Phalloidin_10_00_256,0.015433540126543025
Nuclei_Texture_DifferenceVariance_G3BP1_10_03_256,0.015097790039221182
Cells_Intensity_MaxIntensityEdge_btubulin,0.014166724349619651
Nuclei_Texture_Correlation_GM130_10_00_256,0.011704948865642327
Cells_Texture_InfoMeas2_btubulin_5_00_256,0.015498730203595781
Nuclei_Texture_Entropy_DNA_10_00_256,0.014955489033135065
Nuclei_Correlation_K_Phalloidin_COXIV,0.014233453446745684
Cytoplasm_Intensity_MaxIntensity_Catalase,0.014018805609057222
Nuclei_RadialDistribution_RadialCV_Syto9_2of4,0.013462471642062778
Cells_Texture_InfoMeas1_btubulin_5_00_256,0.013933237042630556
Cells_RadialDistribution_FracAtD_PRSP6_3of4,0.01497962938389522
Nuclei_Intensity_IntegratedIntensity_COXIV,0.014890840718777795
Cells_Texture_InverseDifferenceMoment_G3BP1_10_01_256,0.015930896197322165
Nuclei_Correlation_K_Calnexin_TDP43,0.0153953422412794
Cells_Texture_InfoMeas1_ConA_5_02_256,0.015586457626539426
Cells_Texture_DifferenceVariance_GM130_20_00_256,0.014027956350449122
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_20_02_256,0.01430504874440051
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_20_00_256,0.014305051419026568
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_00_256,0.014384464465877463
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_10_01_256,0.014560395065155418
Cytoplasm_Texture_DifferenceVariance_DNA_10_01_256,0.01528745278307482
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_20_02_256,0.014691229671949005
Nuclei_Texture_AngularSecondMoment_Syto9_10_02_256,0.013489717032585743
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_20_00_256,0.014746030206051062
Cytoplasm_Texture_DifferenceVariance_DNA_10_03_256,0.015443491733220136
Cells_Intensity_StdIntensityEdge_Syto9,0.014613983864786897
Cytoplasm_Correlation_Correlation_Catalase_btubulin,0.014906689770387952
Nuclei_Intensity_StdIntensityEdge_Syto9,0.015094225937226622
Cytoplasm_Texture_SumEntropy_DNA_10_02_256,0.014275708158746972
Nuclei_Texture_Correlation_Calnexin_10_00_256,0.012799929476364184
Cells_Intensity_LowerQuartileIntensity_GM130,0.016731487394639345
Cytoplasm_RadialDistribution_RadialCV_Phalloidin_3of4,0.01593230395822433
Nuclei_Texture_InfoMeas1_Syto9_5_00_256,0.014674544478200166
Nuclei_Intensity_StdIntensityEdge_G3BP1,0.014196291232608207
Cytoplasm_Correlation_Correlation_Cycle01_DAPI_btubulin,0.014294071914936817
Nuclei_Texture_DifferenceVariance_GM130_10_01_256,0.014824493715203137
Cytoplasm_Correlation_Overlap_COXIV_TDP43,0.01472360807154138
Nuclei_Intensity_IntegratedIntensity_btubulin,0.016118638530242122
Cells_Texture_InverseDifferenceMoment_G3BP1_10_03_256,0.015682920376667537
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_10_03_256,0.014602188036890531
Cells_Texture_Correlation_Catalase_5_00_256,0.014848189520015383
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_02_256,0.014005442785013238
Nuclei_RadialDistribution_FracAtD_Cycle01_DAPI_1of4,0.015113418505308063
Cytoplasm_Correlation_Correlation_PRSP6_TDP43,0.014736045109489249
Cytoplasm_Texture_Correlation_Syto9_5_00_256,0.014649274987888079
Cells_RadialDistribution_RadialCV_Phalloidin_4of4,0.014418258250197767
Cells_Texture_InfoMeas1_ConA_5_00_256,0.01482964134503277
Cytoplasm_Texture_Correlation_ConA_5_02_256,0.014941237371548842
Nuclei_Texture_Correlation_DNA_10_02_256,0.013108473024456736
Nuclei_Correlation_Overlap_Catalase_G3BP1,0.015000935942165516
Cells_Texture_InverseDifferenceMoment_GM130_20_00_256,0.015651909746412392
Nuclei_Granularity_2_PRSP6,0.014551983304425689
Cytoplasm_Correlation_K_btubulin_DNA,0.015877911323498303
Nuclei_Correlation_Correlation_Cycle01_DAPI_Phalloidin,0.013888597660092579
Cytoplasm_Texture_InfoMeas1_Calnexin_5_00_256,0.01493064401233593
Cytoplasm_Correlation_K_DNA_PRSP6,0.016145184061424296
Cells_Texture_InverseDifferenceMoment_G3BP1_20_01_256,0.015495864257498179
Cells_Texture_Correlation_Catalase_5_03_256,0.014490113919685039
Cytoplasm_Texture_SumEntropy_DNA_10_00_256,0.014420236449715804
Cytoplasm_Texture_SumEntropy_DNA_5_00_256,0.015787141868043694
Cytoplasm_Texture_InverseDifferenceMoment_G3BP1_5_00_256,0.015609903551870892
Cells_Texture_InverseDifferenceMoment_COXIV_20_02_256,0.015699802631380103
Nuclei_RadialDistribution_FracAtD_Phalloidin_4of4,0.015815908606840297
Cells_Correlation_Overlap_GM130_Syto9,0.015896535767144074
Cells_Correlation_Overlap_Syto9_TDP43,0.013897334066862981
Nuclei_Texture_SumAverage_DNA_10_01_256,0.01438479673708328
Cells_Correlation_Overlap_COXIV_WGA,0.01652742068536283
Nuclei_Correlation_K_Phalloidin_Calnexin,0.01453624950578078
Cells_RadialDistribution_RadialCV_Catalase_3of4,0.014308412537920517
Cytoplasm_Correlation_Overlap_LAMP1_TDP43,0.013920879353279203
Cytoplasm_Granularity_5_btubulin,0.013659447534335836
Cytoplasm_Correlation_Correlation_Cycle01_DAPI_PRSP6,0.014477028736206916
Nuclei_Texture_InfoMeas1_Syto9_5_02_256,0.014982589393566009
Cytoplasm_Granularity_4_COXIV,0.015023047915049688
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_03_256,0.014163181587881723
Cytoplasm_Correlation_Correlation_Catalase_Cycle01_DAPI,0.014132643343747576
Cytoplasm_Correlation_Overlap_COXIV_Syto9,0.015224878205312148
Cells_Texture_InverseDifferenceMoment_G3BP1_20_00_256,0.01500936892151318
Nuclei_Texture_SumEntropy_G3BP1_10_01_256,0.015930240299734624
Cells_Texture_SumEntropy_Phalloidin_5_03_256,0.015895465318484774
Nuclei_Correlation_K_btubulin_TDP43,0.01586989469629646
Nuclei_Texture_Correlation_GM130_10_02_256,0.012017901699770116
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_20_03_256,0.01415652868750852
Cytoplasm_Texture_InverseDifferenceMoment_G3BP1_5_02_256,0.015363068814987644
Cells_Texture_Correlation_Catalase_5_01_256,0.014533939820775717
Cytoplasm_Texture_Correlation_Syto9_5_03_256,0.013951546976486689
Cytoplasm_Texture_InverseDifferenceMoment_btubulin_5_02_256,0.014943176606425388
Cells_Correlation_Overlap_Calnexin_Cycle01_DAPI,0.014930581273210992
Cells_Texture_InfoMeas2_ConA_5_00_256,0.015680976044088822
Cells_RadialDistribution_FracAtD_NfKb_1of4,0.013690202824276028
Cells_Texture_Correlation_PRSP6_5_03_256,0.013750414428459368
Cells_Intensity_MaxIntensityEdge_Catalase,0.013379333137768363
Cells_Texture_InverseDifferenceMoment_G3BP1_20_02_256,0.015199716519361625
Cells_Intensity_StdIntensityEdge_NfKb,0.016374607011769446
Cells_Texture_Correlation_Catalase_5_02_256,0.015044546582542069
Cells_Texture_InfoMeas1_Calnexin_5_00_256,0.015788960287665955
Cytoplasm_Texture_InverseDifferenceMoment_G3BP1_5_03_256,0.015151549492401592
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_01_256,0.014135614327413665
Nuclei_Correlation_Overlap_DNA_btubulin,0.015732233248678062
Nuclei_Correlation_K_WGA_COXIV,0.016298578899654435
