feature,score
Cytoplasm_Correlation_Overlap_COXIV_DNA,0.01520469105406531
Cells_Texture_Contrast_Syto9_5_02_256,0.015507372938505065
Nuclei_Correlation_Overlap_Cycle01_DAPI_Phalloidin,0.01464300509204096
Cells_Correlation_Overlap_DNA_Phalloidin,0.016235679707751572
Cells_Correlation_Correlation_PRSP6_Phalloidin,0.015669108795234633
Nuclei_Texture_InfoMeas1_GM130_5_00_256,0.01603208175436494
Nuclei_RadialDistribution_FracAtD_DNA_3of4,0.01588637758995208
Nuclei_Texture_InfoMeas1_Syto9_10_00_256,0.015359748357980776
Nuclei_Texture_InfoMeas2_Syto9_10_03_256,0.015827382366602943
Nuclei_RadialDistribution_FracAtD_DNA_1of4,0.016390676561914185
Nuclei_Texture_InfoMeas2_Syto9_10_01_256,0.01588471899445366
Cytoplasm_Texture_InfoMeas2_PRSP6_10_01_256,0.016018370681230756
Cells_Texture_InfoMeas1_Catalase_5_01_256,0.015472571242589708
Nuclei_Texture_InfoMeas2_Calnexin_10_03_256,0.015589769353188615
Cytoplasm_Intensity_MaxIntensity_Syto9,0.01563281817047384
Nuclei_Texture_InfoMeas1_Syto9_10_01_256,0.015357963437628937
Nuclei_Correlation_K_G3BP1_Cycle01_DAPI,0.015497897900639488
Nuclei_Texture_InfoMeas1_Syto9_10_03_256,0.015360509269020606
Nuclei_Correlation_Correlation_DNA_Phalloidin,0.015301433818631426
Nuclei_Texture_InfoMeas1_Syto9_5_01_256,0.015442285710670408
Nuclei_Texture_InfoMeas2_btubulin_10_01_256,0.016708693137044008
Nuclei_Texture_InfoMeas1_PRSP6_10_00_256,0.016152017363394527
Cytoplasm_Correlation_Overlap_Calnexin_DNA,0.01643562717462787
Nuclei_Correlation_K_Catalase_Cycle01_DAPI,0.016078492311023224
Cytoplasm_Correlation_Overlap_DNA_LAMP1,0.015888288836520915
Nuclei_Texture_InfoMeas1_btubulin_5_03_256,0.01616754107501873
Cytoplasm_Texture_InfoMeas2_PRSP6_5_00_256,0.015229651911495886
Cells_Correlation_Correlation_COXIV_Phalloidin,0.01617957620199085
Cells_Texture_InfoMeas2_Syto9_10_03_256,0.015657588828878855
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_5_00_256,0.01616084240720445
Nuclei_Texture_InfoMeas1_btubulin_5_00_256,0.016384097605670275
Nuclei_Correlation_Correlation_Syto9_TDP43,0.016719993595090694
Nuclei_Correlation_Overlap_Phalloidin_Syto9,0.015875435341552446
Cells_Texture_InverseDifferenceMoment_Catalase_20_00_256,0.015460027707167387
Cells_Texture_Contrast_DNA_5_00_256,0.015948350927289624
Cells_Texture_InverseDifferenceMoment_Catalase_20_02_256,0.01567789501695794
Cells_Texture_InfoMeas2_G3BP1_5_01_256,0.015303469435421782
Cells_RadialDistribution_FracAtD_Catalase_1of4,0.016214875268466874
Nuclei_Texture_InfoMeas1_btubulin_5_02_256,0.016340896400141025
Nuclei_Correlation_Overlap_DNA_NfKb,0.015628120495839937
Nuclei_Texture_InfoMeas2_PRSP6_10_03_256,0.017529145651289737
Nuclei_Texture_InfoMeas2_Syto9_5_00_256,0.016373178380658274
Cytoplasm_Texture_AngularSecondMoment_Syto9_20_02_256,0.015215331499044143
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_5_02_256,0.01609593448860996
Cells_Texture_InfoMeas1_PRSP6_10_02_256,0.01580466936887131
Cells_Texture_InverseDifferenceMoment_btubulin_20_02_256,0.014989232021384922
Nuclei_Correlation_K_Syto9_Catalase,0.015117847645129204
Nuclei_Texture_InfoMeas2_Syto9_5_02_256,0.016485332951637805
Nuclei_Correlation_K_GM130_Cycle01_DAPI,0.01745646416866237
Cytoplasm_Texture_AngularSecondMoment_DNA_10_02_256,0.015629426668682996
Cytoplasm_RadialDistribution_RadialCV_DNA_2of4,0.01574605565933235
Nuclei_Texture_Correlation_DNA_10_03_256,0.01445236682949715
Nuclei_Texture_InfoMeas1_COXIV_5_00_256,0.016609611608251796
Nuclei_Intensity_IntegratedIntensity_Calnexin,0.01707206535450534
Cytoplasm_Texture_DifferenceVariance_Calnexin_20_03_256,0.015455915572612368
Cytoplasm_Texture_InfoMeas2_GM130_10_03_256,0.016557074878457062
Nuclei_Texture_Correlation_TDP43_10_01_256,0.01462582615355857
Cells_Texture_InfoMeas2_PRSP6_10_00_256,0.01657170375891
Cytoplasm_Granularity_2_DNA,0.015838827247071766
Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256,0.015639091238488518
Nuclei_Intensity_IntegratedIntensityEdge_DNA,0.016347938337513135
Cells_Texture_Entropy_DNA_10_01_256,0.01505302330545493
Cytoplasm_Texture_InfoMeas1_PRSP6_5_00_256,0.016659297359988855
Nuclei_Intensity_MADIntensity_Syto9,0.016261035276740315
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_20_02_256,0.01600187790928943
Cells_Texture_AngularSecondMoment_G3BP1_20_02_256,0.015210596574928941
Cells_Texture_InfoMeas2_GM130_5_03_256,0.01566232792956823
Cells_Texture_Entropy_DNA_10_03_256,0.015071144724202803
Cells_Texture_InverseDifferenceMoment_PRSP6_20_03_256,0.016469591867554152
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_20_00_256,0.01614818374398528
Cells_Texture_InfoMeas1_G3BP1_5_03_256,0.016562112671417176
Cytoplasm_Intensity_MeanIntensityEdge_btubulin,0.015255986701145138
Cells_Texture_SumEntropy_DNA_10_01_256,0.016405376080851363
Nuclei_Correlation_Overlap_DNA_Syto9,0.016516803497001107
Nuclei_Texture_Correlation_TDP43_10_03_256,0.014887710144530018
Cells_Correlation_Overlap_COXIV_Cycle01_DAPI,0.01567775996366322
Nuclei_Texture_Correlation_G3BP1_10_01_256,0.014838611454678283
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_5_03_256,0.016187526798518776
Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256,0.01573308388136324
Nuclei_Texture_Correlation_DNA_10_01_256,0.015098945649773616
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_20_02_256,0.016374443425463663
Cytoplasm_Correlation_Overlap_G3BP1_Syto9,0.01659077294911666
Cells_RadialDistribution_RadialCV_GM130_3of4,0.016358311503769
Nuclei_Correlation_K_Phalloidin_Catalase,0.017788888763430554
Cells_Texture_DifferenceVariance_DNA_10_01_256,0.016841456858107395
Nuclei_Texture_Correlation_Catalase_10_01_256,0.014573975474367224
Nuclei_Texture_InfoMeas1_Syto9_5_00_256,0.016514101006237538
Nuclei_Correlation_K_Catalase_Syto9,0.01599666652842212
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_5_01_256,0.016221348887277474
Nuclei_Correlation_K_G3BP1_Syto9,0.016100685892492386
Cells_RadialDistribution_FracAtD_btubulin_2of4,0.015605381249784323
Nuclei_ObjectSkeleton_TotalObjectSkeletonLength_mito_skel,0.017062037189908546
Nuclei_Texture_InfoMeas1_PRSP6_5_01_256,0.016143692375521972
Nuclei_Texture_InfoMeas1_Phalloidin_10_03_256,0.016401041553557264
Cells_Texture_SumEntropy_DNA_10_03_256,0.016881881568233326
Cells_Texture_InfoMeas1_btubulin_5_01_256,0.016775613449469078
Cells_RadialDistribution_FracAtD_PRSP6_4of4,0.01662092261509956
Cytoplasm_Texture_InfoMeas2_GM130_5_00_256,0.016310122459675964
Cells_Texture_DifferenceVariance_DNA_10_03_256,0.016786515399970506
Cells_Texture_InfoMeas1_btubulin_5_03_256,0.016609469087915683
Cytoplasm_Texture_DifferenceVariance_DNA_10_02_256,0.017115887426082565
Nuclei_Texture_Correlation_Catalase_10_03_256,0.014215384332960787
Cytoplasm_Texture_AngularSecondMoment_DNA_10_03_256,0.015471638697066241
Cells_Correlation_Overlap_Cycle01_DAPI_G3BP1,0.015297084335732085
Cells_Correlation_Overlap_G3BP1_Phalloidin,0.016497028022911316
Cells_Correlation_Correlation_LAMP1_Phalloidin,0.016468324661283475
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_20_00_256,0.01617724894326173
Cytoplasm_Correlation_Overlap_DNA_NfKb,0.017684738339569284
Nuclei_Texture_InfoMeas1_Phalloidin_10_01_256,0.01650873535184712
Cytoplasm_Texture_DifferenceVariance_DNA_10_00_256,0.017152479542111028
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_20_01_256,0.01688911855333309
Nuclei_Texture_Correlation_GM130_10_03_256,0.014686569903893998
Nuclei_Texture_InfoMeas2_DNA_10_01_256,0.016986669491343656
Nuclei_Texture_InfoMeas1_Syto9_5_02_256,0.01661621763193561
Nuclei_RadialDistribution_FracAtD_Phalloidin_2of4,0.017224906013505736
Cytoplasm_Correlation_K_DNA_GM130,0.01779769758355659
Nuclei_Texture_Correlation_G3BP1_10_03_256,0.015262061143868378
Cells_RadialDistribution_FracAtD_Calnexin_1of4,0.015630209560804544
Nuclei_Correlation_K_Phalloidin_COXIV,0.016263151924342877
Cytoplasm_Texture_InfoMeas1_Calnexin_5_00_256,0.016711771795157326
Cells_RadialDistribution_MeanFrac_Catalase_1of4,0.016063784235957623
Nuclei_Correlation_Overlap_Phalloidin_TDP43,0.017076599132320777
Nuclei_Texture_InfoMeas1_Phalloidin_10_02_256,0.016532514011828054
Cells_Correlation_Overlap_Catalase_Cycle01_DAPI,0.016069555688652513
Nuclei_Correlation_K_Calnexin_Cycle01_DAPI,0.01618586714116216
Cells_Texture_DifferenceVariance_G3BP1_20_03_256,0.015957283088070602
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_02_256,0.01582502257807269
Cytoplasm_Texture_DifferenceVariance_GM130_20_01_256,0.014814272344501993
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_03_256,0.01628263790792249
Nuclei_Correlation_K_GM130_Syto9,0.016443455835293375
Nuclei_Texture_Correlation_G3BP1_10_00_256,0.014304308903912162
Cells_Intensity_StdIntensityEdge_Syto9,0.016816211829160082
Cytoplasm_Texture_DifferenceVariance_GM130_20_03_256,0.015153298068639296
Nuclei_Texture_Correlation_GM130_10_01_256,0.01490154578353389
Nuclei_Correlation_Correlation_LAMP1_Phalloidin,0.016211708799649196
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_00_256,0.016211569075409122
Cells_Texture_InverseDifferenceMoment_COXIV_20_02_256,0.017542026271108367
Cytoplasm_Correlation_K_DNA_Cycle01_DAPI,0.016086771543937204
Nuclei_RadialDistribution_FracAtD_TDP43_2of4,0.01850099844038668
Cytoplasm_Texture_InverseDifferenceMoment_GM130_20_01_256,0.016160469663226065
Nuclei_Texture_InfoMeas1_PRSP6_5_00_256,0.016964325610284582
Nuclei_Texture_InfoMeas1_Phalloidin_10_00_256,0.01661849769612344
Cells_Texture_DifferenceVariance_G3BP1_20_01_256,0.015684817407097193
Cells_Texture_DifferenceVariance_G3BP1_20_00_256,0.01548351785400721
Nuclei_Correlation_Correlation_Phalloidin_btubulin,0.016207637197917103
Nuclei_Texture_InfoMeas1_PRSP6_5_02_256,0.017143138420262917
Cytoplasm_Correlation_Correlation_PRSP6_Phalloidin,0.016816397393325525
Cytoplasm_Texture_InfoMeas1_Phalloidin_5_00_256,0.0163999542624323
Cytoplasm_RadialDistribution_RadialCV_Phalloidin_4of4,0.017064497481141166
Nuclei_Intensity_MinIntensityEdge_Syto9,0.016444411406861384
Cells_Correlation_Correlation_Cycle01_DAPI_btubulin,0.016539455200127617
Cells_Intensity_MADIntensity_COXIV,0.01845026932815725
Nuclei_Texture_DifferenceVariance_Syto9_10_00_256,0.01658748565903668
Cytoplasm_Texture_DifferenceVariance_DNA_10_01_256,0.016986147045252222
Cells_Intensity_LowerQuartileIntensity_GM130,0.018119101148546913
Nuclei_Correlation_Correlation_Cycle01_DAPI_Phalloidin,0.015051547614275795
Cells_RadialDistribution_MeanFrac_mito_tubeness_16of20,0.015610570819412639
Cells_Texture_InfoMeas1_GM130_5_01_256,0.016849374542628647
Nuclei_Correlation_K_Calnexin_TDP43,0.01669428387299472
Cells_Texture_InfoMeas2_Calnexin_5_00_256,0.015419418312504894
Nuclei_Intensity_StdIntensityEdge_Catalase,0.01677030989239669
Cytoplasm_Intensity_MaxIntensity_Phalloidin,0.016426989801228486
Nuclei_Correlation_K_GM130_TDP43,0.01733796481206295
Cells_Texture_Correlation_Catalase_5_03_256,0.015883496002838615
Cells_Texture_InverseDifferenceMoment_G3BP1_20_03_256,0.016677612487129612
Nuclei_Texture_Correlation_GM130_10_00_256,0.014497327588731007
Nuclei_Texture_Correlation_G3BP1_10_02_256,0.014231738896494279
Cells_Texture_InfoMeas1_DNA_5_01_256,0.016923875294732067
Cytoplasm_Correlation_Correlation_DNA_Syto9,0.016082108788364413
Nuclei_Texture_SumAverage_DNA_10_01_256,0.016435824165649947
Cells_Texture_InverseDifferenceMoment_G3BP1_20_01_256,0.01702994578363727
Nuclei_Correlation_K_Phalloidin_Calnexin,0.016896976200899753
Cytoplasm_Granularity_1_DNA,0.016690112823328673
Nuclei_Granularity_2_btubulin,0.01775323565485538
Cells_Texture_InfoMeas1_DNA_5_03_256,0.01688586191195275
Cytoplasm_Texture_DifferenceVariance_DNA_10_03_256,0.016888555818346734
Cells_Texture_InverseDifferenceMoment_G3BP1_20_00_256,0.01648720799160919
Cells_Texture_InfoMeas2_Catalase_5_00_256,0.017014590708013446
Cells_Texture_InverseDifferenceMoment_G3BP1_20_02_256,0.01640645064560492
Cytoplasm_Correlation_Correlation_NfKb_Phalloidin,0.017070775857455086
Nuclei_Texture_AngularSecondMoment_DNA_10_00_256,0.016778754782867174
Cells_Correlation_Overlap_Calnexin_Cycle01_DAPI,0.01642687676173601
Nuclei_Texture_DifferenceVariance_Calnexin_10_01_256,0.016506472546074336
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_10_00_256,0.017159569579711282
Nuclei_Texture_Correlation_Catalase_10_00_256,0.014370845018859341
Nuclei_Texture_DifferenceVariance_G3BP1_10_03_256,0.01798103864148113
Cells_Texture_Correlation_Catalase_5_00_256,0.016209861963404182
Cells_Texture_InverseDifferenceMoment_GM130_20_00_256,0.017127895616824176
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_10_02_256,0.01603057966525857
Cells_Texture_DifferenceVariance_GM130_20_00_256,0.015866092742461126
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_10_00_256,0.015987401233311115
Cytoplasm_Correlation_Correlation_Catalase_btubulin,0.01688142350740624
Cytoplasm_Correlation_Overlap_GM130_Syto9,0.016868459945828765
Nuclei_Intensity_StdIntensityEdge_Syto9,0.01759786524463162
Cells_Texture_Correlation_Catalase_5_01_256,0.015701132374803015
Cells_RadialDistribution_RadialCV_Phalloidin_4of4,0.017250920723979574
Cells_Texture_InverseDifferenceMoment_PRSP6_20_02_256,0.016383250803253115
Cells_Intensity_MaxIntensityEdge_Catalase,0.016850653887492455
Cells_RadialDistribution_FracAtD_mito_tubeness_20of20,0.017687546097593123
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_10_01_256,0.016405150830060476
Cytoplasm_Texture_InverseDifferenceMoment_Syto9_10_01_256,0.01631410377462795
Cytoplasm_Correlation_Overlap_Catalase_Syto9,0.016649716947945686
Cytoplasm_Intensity_MedianIntensity_Catalase,0.015472443762246801
Cytoplasm_Correlation_Overlap_COXIV_Syto9,0.017007887542357183
Nuclei_RadialDistribution_FracAtD_Phalloidin_4of4,0.01748186026156855
Cells_Texture_InverseDifferenceMoment_GM130_20_02_256,0.01743090779576858
Cells_Correlation_Overlap_COXIV_Syto9,0.01612335079115326
Nuclei_RadialDistribution_MeanFrac_Cycle01_DAPI_1of4,0.015981693264294432
Cells_Texture_InfoMeas2_Syto9_10_00_256,0.015740068572290735
Cells_Texture_InfoMeas1_Syto9_10_01_256,0.016295868072395296
Cytoplasm_Correlation_K_DNA_Syto9,0.017027508222466486
Cytoplasm_Texture_InverseDifferenceMoment_Calnexin_10_03_256,0.016309020954143657
Nuclei_Texture_Correlation_Calnexin_10_00_256,0.014549234450446853
Nuclei_Texture_Correlation_DNA_10_02_256,0.01461087018663517
Cytoplasm_Texture_SumEntropy_DNA_10_02_256,0.015635185961207103
